full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,product_type,sub_area,price_doc
64,35.0,3.0,3.0,4.0,2014.0,2.0,8.0,1.0,OwnerOccupier,Poselenie Krasnopahorskoe,3961107
45,29.0,1.0,5.0,1.0,1961.0,2.0,5.0,3.0,Investment,Kotlovka,6300000
48,,21.0,25.0,4.0,1.0,1.0,1.0,1.0,OwnerOccupier,Nekrasovka,5313000
82,,4.0,12.0,4.0,,3.0,1.0,1.0,OwnerOccupier,Poselenie Voskresenskoe,8191620
36,22.0,1.0,9.0,5.0,1963.0,2.0,7.0,3.0,Investment,Sokol,6750000
74,45.0,8.0,16.0,1.0,1981.0,3.0,10.0,2.0,Investment,Horoshevo-Mnevniki,15700000
31,17.0,2.0,5.0,2.0,1985.0,1.0,5.0,3.0,Investment,Mitino,5200000
32,18.0,5.0,9.0,1.0,1978.0,1.0,6.0,2.0,Investment,Jasenevo,5500000
44,29.0,3.0,5.0,5.0,1964.0,2.0,6.0,2.0,Investment,Nagatino-Sadovniki,6450000
61,39.0,2.0,5.0,2.0,1982.0,3.0,7.0,3.0,Investment,Mitino,2100000
78,45.0,17.0,17.0,1.0,2005.0,3.0,10.0,3.0,Investment,Cheremushki,17700000
87,49.0,7.0,24.0,1.0,2007.0,3.0,10.0,3.0,Investment,Kosino-Uhtomskoe,9800000
52,,7.0,9.0,1.0,,1.0,0.0,,OwnerOccupier,Zapadnoe Degunino,3506036
52,30.0,6.0,12.0,1.0,1989.0,2.0,8.0,3.0,Investment,Orehovo-Borisovo Juzhnoe,8400000
53,32.0,10.0,16.0,1.0,1978.0,2.0,9.0,,Investment,Jasenevo,9900000
56,56.0,6.0,12.0,1.0,2014.0,2.0,1.0,1.0,OwnerOccupier,Mitino,9041580
61,,13.0,17.0,1.0,,2.0,0.0,,OwnerOccupier,Poselenie Vnukovskoe,5963700
37,,5.0,17.0,1.0,,1.0,1.0,,OwnerOccupier,Zapadnoe Degunino,4574633
74,45.0,7.0,17.0,1.0,1995.0,3.0,10.0,2.0,Investment,Zjablikovo,2000000
77,45.0,2.0,1.0,1.0,2014.0,3.0,10.0,1.0,OwnerOccupier,Nekrasovka,7770000
38,20.0,11.0,14.0,1.0,1986.0,1.0,8.0,3.0,Investment,Brateevo,6120000
75,75.0,3.0,17.0,1.0,2015.0,2.0,10.0,3.0,OwnerOccupier,Jakimanka,23267170
45,28.0,8.0,9.0,1.0,1969.0,2.0,6.0,2.0,Investment,Nagatino-Sadovniki,8250000
73,40.0,11.0,14.0,1.0,1992.0,3.0,8.0,3.0,Investment,Novogireevo,12000000
90,51.0,7.0,17.0,5.0,2012.0,3.0,10.0,1.0,Investment,Poselenie Moskovskij,9104853
72,42.0,13.0,17.0,1.0,1973.0,3.0,6.0,3.0,Investment,Hovrino,13100000
75,44.0,12.0,17.0,1.0,1989.0,3.0,10.0,,Investment,Troparevo-Nikulino,14500000
38,20.0,6.0,14.0,1.0,1989.0,1.0,8.0,2.0,Investment,Mar'ina Roshha,8346000
53,30.0,9.0,16.0,1.0,1978.0,2.0,8.0,3.0,Investment,Ljublino,8500000
37,,12.0,17.0,1.0,,1.0,1.0,,OwnerOccupier,Poselenie Vnukovskoe,4247593
37,19.0,5.0,16.0,1.0,1983.0,1.0,10.0,2.0,Investment,Vyhino-Zhulebino,5800000
43,28.0,6.0,9.0,2.0,1968.0,2.0,5.0,2.0,Investment,Golovinskoe,7500000
53,30.0,10.0,12.0,1.0,1982.0,2.0,8.0,2.0,Investment,Nagatinskij Zaton,8700000
79,,12.0,17.0,1.0,,3.0,0.0,,OwnerOccupier,Nekrasovka,7682400
68,44.0,12.0,16.0,1.0,1979.0,3.0,8.0,3.0,Investment,Alekseevskoe,12800000
61,,15.0,1.0,1.0,1.0,2.0,1.0,1.0,OwnerOccupier,Mitino,10132612
51,30.0,7.0,17.0,1.0,1993.0,2.0,8.0,3.0,Investment,Mitino,8800000
38,,5.0,17.0,1.0,,1.0,1.0,1.0,OwnerOccupier,Poselenie Vnukovskoe,4381223
32,20.0,3.0,5.0,1.0,1965.0,1.0,5.0,3.0,Investment,Vostochnoe Izmajlovo,5050000
58,30.0,10.0,14.0,1.0,2005.0,2.0,11.0,3.0,Investment,Ochakovo-Matveevskoe,10100000
78,51.0,1.0,12.0,1.0,1984.0,4.0,8.0,3.0,Investment,Shhukino,12800000
46,,5.0,0.0,1.0,,2.0,0.0,,OwnerOccupier,Poselenie Sosenskoe,5482000
52,,17.0,17.0,1.0,,2.0,1.0,1.0,OwnerOccupier,Nekrasovka,5753000
64,34.0,21.0,25.0,4.0,2003.0,2.0,13.0,3.0,Investment,Butyrskoe,17500000
40,20.0,20.0,22.0,1.0,1987.0,1.0,10.0,3.0,Investment,Jasenevo,8500000
51,29.0,12.0,14.0,1.0,1987.0,2.0,8.0,2.0,Investment,Ljublino,7600000
100,100.0,3.0,0.0,6.0,0.0,3.0,0.0,1.0,OwnerOccupier,Prospekt Vernadskogo,17044200
43,27.0,5.0,9.0,1.0,1972.0,2.0,5.0,2.0,Investment,Akademicheskoe,7500000
63,30.0,8.0,17.0,4.0,2014.0,2.0,1.0,1.0,OwnerOccupier,Poselenie Voskresenskoe,6449640
31,16.0,5.0,5.0,2.0,1975.0,3.0,6.0,,Investment,Poselenie Kokoshkino,3800000
45,29.0,3.0,9.0,1.0,1967.0,2.0,6.0,3.0,Investment,Kuz'minki,7000000
82,1.0,4.0,17.0,1.0,2014.0,3.0,1.0,1.0,OwnerOccupier,Poselenie Sosenskoe,9127300
75,45.0,4.0,22.0,1.0,2000.0,3.0,9.0,3.0,Investment,Severnoe Tushino,12500000
61,,16.0,17.0,1.0,,2.0,1.0,,OwnerOccupier,Poselenie Moskovskij,5584348
50,33.0,3.0,9.0,1.0,1991.0,3.0,6.0,2.0,Investment,Nagatino-Sadovniki,8800000
44,30.0,2.0,5.0,5.0,1961.0,2.0,5.0,3.0,Investment,Kotlovka,6500000
53,,1.0,22.0,6.0,,1.0,1.0,,OwnerOccupier,Poselenie Moskovskij,5685607
53,,22.0,1.0,1.0,,2.0,1.0,1.0,OwnerOccupier,Pokrovskoe Streshnevo,11248879
39,20.0,17.0,22.0,1.0,2003.0,1.0,10.0,,Investment,Vostochnoe Degunino,7500000
77,44.0,17.0,22.0,1.0,2006.0,3.0,10.0,2.0,Investment,Sokolinaja Gora,15000000
37,,10.0,17.0,1.0,2014.0,1.0,1.0,1.0,OwnerOccupier,Poselenie Vnukovskoe,4358446
39,17.0,3.0,15.0,1.0,2008.0,1.0,8.0,,Investment,Timirjazevskoe,3000000
50,30.0,19.0,14.0,1.0,1993.0,2.0,8.0,2.0,Investment,Mitino,9100000
52,,13.0,17.0,1.0,,2.0,1.0,,OwnerOccupier,Poselenie Vnukovskoe,5407977
53,32.0,1.0,17.0,1.0,1989.0,2.0,9.0,,Investment,Solncevo,7200000
44,28.0,1.0,5.0,1.0,1968.0,2.0,5.0,2.0,Investment,Vyhino-Zhulebino,5600000
46,28.0,3.0,14.0,1.0,1968.0,2.0,5.0,3.0,Investment,Savelki,5550000
32,18.0,1.0,9.0,1.0,1970.0,1.0,6.0,3.0,Investment,Chertanovo Central'noe,5850000
96,,3.0,3.0,1.0,,2.0,1.0,1.0,OwnerOccupier,Poselenie Sosenskoe,8140210
61,61.0,12.0,17.0,1.0,2014.0,2.0,9.0,1.0,OwnerOccupier,Poselenie Vnukovskoe,6280672
41,18.0,7.0,9.0,6.0,2015.0,1.0,1.0,1.0,OwnerOccupier,Poselenie Voskresenskoe,4651200
63,,5.0,17.0,1.0,,2.0,1.0,,OwnerOccupier,Poselenie Vnukovskoe,6424005
39,,24.0,0.0,1.0,,1.0,0.0,,OwnerOccupier,Nagornoe,8591320
64,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,OwnerOccupier,Krjukovo,6311200
60,,14.0,25.0,1.0,,2.0,1.0,,OwnerOccupier,Poselenie Moskovskij,6494528
45,28.0,5.0,9.0,1.0,1969.0,2.0,6.0,2.0,Investment,Vyhino-Zhulebino,1000000
38,17.0,3.0,5.0,2.0,2013.0,1.0,12.0,2.0,Investment,Nekrasovka,8850000
38,19.0,7.0,12.0,1.0,2000.0,1.0,8.0,3.0,Investment,Juzhnoe Butovo,5850000
79,47.0,8.0,17.0,1.0,2000.0,3.0,10.0,2.0,Investment,Horoshevskoe,18900000
74,43.0,7.0,17.0,1.0,1983.0,3.0,10.0,3.0,Investment,Birjulevo Vostochnoe,10700000
58,33.0,5.0,22.0,1.0,1987.0,2.0,10.0,3.0,Investment,Jasenevo,11000000
53,28.0,6.0,8.0,2.0,1962.0,2.0,9.0,2.0,Investment,Presnenskoe,2000000
43,27.0,5.0,5.0,2.0,1966.0,2.0,5.0,3.0,Investment,Nagatinskij Zaton,6600000
53,32.0,9.0,16.0,5.0,2001.0,2.0,9.0,3.0,Investment,Juzhnoe Butovo,8300000
41,41.0,8.0,25.0,1.0,,1.0,1.0,1.0,OwnerOccupier,Poselenie Moskovskij,4231576
30,18.0,6.0,9.0,2.0,1975.0,1.0,5.0,3.0,Investment,Bogorodskoe,5500000
61,42.0,5.0,12.0,5.0,1976.0,3.0,6.0,2.0,Investment,Ljublino,7500000
38,22.0,8.0,12.0,5.0,1968.0,2.0,6.0,2.0,Investment,Vyhino-Zhulebino,6050000
63,44.0,5.0,12.0,1.0,1974.0,3.0,6.0,3.0,Investment,Bibirevo,8800000
54,1.0,1.0,1.0,1.0,2015.0,2.0,1.0,1.0,OwnerOccupier,Poselenie Filimonkovskoe,3324028
38,19.0,2.0,16.0,5.0,1982.0,1.0,9.0,3.0,Investment,Ochakovo-Matveevskoe,6200000
64,42.0,3.0,12.0,5.0,1971.0,3.0,9.0,,Investment,Vojkovskoe,14000000
41,20.0,11.0,14.0,4.0,1989.0,1.0,8.0,3.0,Investment,Krjukovo,4960000
38,1.0,16.0,17.0,2.0,2014.0,1.0,1.0,1.0,OwnerOccupier,Poselenie Vnukovskoe,4774728
99,74.0,10.0,11.0,2.0,1957.0,4.0,7.0,2.0,Investment,Gagarinskoe,29700000
37,18.0,2.0,17.0,1.0,1986.0,1.0,8.0,,Investment,Kon'kovo,7800000
59,44.0,6.0,9.0,1.0,1974.0,3.0,5.0,2.0,Investment,Nagatino-Sadovniki,3000000
74,46.0,8.0,17.0,1.0,1986.0,3.0,10.0,3.0,Investment,Troparevo-Nikulino,13500000
38,,8.0,17.0,1.0,,1.0,1.0,,OwnerOccupier,Poselenie Vnukovskoe,4305303
76,43.0,2.0,24.0,4.0,2008.0,3.0,10.0,2.0,Investment,Obruchevskoe,15800000
43,27.0,5.0,9.0,1.0,1970.0,2.0,5.0,3.0,Investment,Chertanovo Central'noe,6700000
61,61.0,12.0,17.0,1.0,0.0,2.0,0.0,1.0,OwnerOccupier,Solncevo,5410882
46,29.0,5.0,5.0,1.0,1968.0,2.0,5.0,,Investment,Kon'kovo,6900000
36,14.0,2.0,17.0,1.0,2006.0,1.0,9.0,2.0,Investment,Rjazanskij,7200000
72,42.0,13.0,14.0,2.0,1999.0,3.0,10.0,3.0,Investment,Kapotnja,7700000
30,17.0,6.0,9.0,2.0,1974.0,1.0,5.0,2.0,Investment,Gol'janovo,5400000
44,28.0,3.0,9.0,1.0,1974.0,2.0,6.0,2.0,Investment,Ljublino,6150000
131,118.0,10.0,39.0,4.0,2009.0,1.0,3.0,1.0,Investment,Tverskoe,3000000
38,23.0,6.0,9.0,5.0,1965.0,2.0,7.0,2.0,Investment,Severnoe Izmajlovo,5500000
45,28.0,5.0,9.0,1.0,1980.0,2.0,6.0,2.0,Investment,Losinoostrovskoe,6500000
45,,2.0,1.0,4.0,,1.0,1.0,,OwnerOccupier,Poselenie Vnukovskoe,5737199
54,32.0,10.0,12.0,1.0,1995.0,2.0,9.0,,Investment,Mar'ino,8500000
44,29.0,1.0,9.0,1.0,1969.0,2.0,6.0,2.0,Investment,Chertanovo Central'noe,1000000
82,,2.0,0.0,1.0,,3.0,0.0,,OwnerOccupier,Chertanovo Juzhnoe,12513804
33,18.0,1.0,12.0,5.0,1971.0,1.0,9.0,2.0,Investment,Caricyno,5100000
46,,2.0,0.0,1.0,,1.0,0.0,,OwnerOccupier,Poselenie Vnukovskoe,5827968
40,40.0,5.0,17.0,1.0,0.0,2.0,0.0,1.0,OwnerOccupier,Solncevo,3846080
80,44.0,13.0,40.0,4.0,,2.0,16.0,1.0,Investment,Akademicheskoe,19426000
38,38.0,17.0,17.0,1.0,2014.0,1.0,1.0,1.0,OwnerOccupier,Nekrasovka,4462000
75,44.0,7.0,25.0,1.0,2013.0,3.0,8.0,3.0,Investment,Molzhaninovskoe,1200000
38,38.0,10.0,17.0,1.0,2015.0,1.0,1.0,1.0,OwnerOccupier,Tverskoe,3846600
38,38.0,14.0,17.0,1.0,2014.0,1.0,1.0,1.0,OwnerOccupier,Nekrasovka,4462000
65,43.0,1.0,12.0,2.0,1977.0,3.0,8.0,2.0,Investment,Nizhegorodskoe,8150000
32,18.0,4.0,9.0,1.0,1967.0,1.0,6.0,1.0,Investment,Koptevo,5020000
102,,3.0,6.0,2.0,,3.0,1.0,,OwnerOccupier,Troickij okrug,6637800
76,45.0,6.0,16.0,1.0,1981.0,3.0,10.0,2.0,Investment,Kon'kovo,7000000
40,,17.0,25.0,4.0,0.0,1.0,1.0,,OwnerOccupier,Poselenie Sosenskoe,4236300
32,20.0,5.0,5.0,1.0,1968.0,1.0,5.0,3.0,Investment,Caricyno,5000000
58,32.0,11.0,25.0,1.0,2004.0,2.0,10.0,2.0,Investment,Marfino,10300000
38,19.0,9.0,17.0,1.0,2006.0,1.0,7.0,3.0,Investment,Kosino-Uhtomskoe,5500000
42,42.0,4.0,18.0,1.0,,1.0,1.0,,OwnerOccupier,Krjukovo,4347000
52,,14.0,17.0,1.0,,2.0,1.0,1.0,OwnerOccupier,Poselenie Desjonovskoe,4438471
53,30.0,9.0,12.0,1.0,1974.0,2.0,8.0,2.0,Investment,Bibirevo,8400000
31,31.0,19.0,25.0,1.0,1.0,1.0,1.0,1.0,OwnerOccupier,Poselenie Filimonkovskoe,4271500
58,34.0,14.0,17.0,1.0,1990.0,2.0,10.0,3.0,Investment,Mar'ino,2000000
32,,6.0,12.0,6.0,,1.0,1.0,,OwnerOccupier,Poselenie Filimonkovskoe,2663984
58,43.0,4.0,9.0,1.0,1971.0,3.0,5.0,2.0,Investment,Severnoe Tushino,8700000
38,17.0,12.0,17.0,1.0,2001.0,1.0,9.0,,Investment,Troickij okrug,4000000
38,18.0,1.0,14.0,5.0,1973.0,1.0,9.0,3.0,Investment,Birjulevo Vostochnoe,4600000
55,36.0,5.0,5.0,2.0,1958.0,3.0,5.0,,Investment,Severnoe Izmajlovo,5200000
84,22.0,5.0,19.0,4.0,1984.0,2.0,30.0,3.0,Investment,Taganskoe,20300000
52,30.0,11.0,14.0,1.0,2002.0,2.0,10.0,,Investment,Beskudnikovskoe,9750000
61,,9.0,17.0,1.0,,2.0,1.0,,OwnerOccupier,Poselenie Vnukovskoe,6310304
39,,2.0,17.0,1.0,,1.0,0.0,,OwnerOccupier,Nekrasovka,4542500
53,28.0,4.0,16.0,1.0,1976.0,1.0,11.0,3.0,Investment,Vyhino-Zhulebino,7300000
38,,14.0,17.0,1.0,,1.0,1.0,,OwnerOccupier,Poselenie Vnukovskoe,4375825
85,51.0,2.0,9.0,2.0,2012.0,3.0,11.0,,Investment,Poselenie Rjazanovskoe,5557500
38,19.0,13.0,16.0,5.0,1978.0,1.0,9.0,2.0,Investment,Golovinskoe,4000000
74,51.0,4.0,5.0,2.0,1957.0,4.0,8.0,3.0,Investment,Danilovskoe,11000000
31,20.0,1.0,5.0,1.0,1965.0,1.0,5.0,2.0,Investment,Pokrovskoe Streshnevo,4900000
44,28.0,2.0,5.0,2.0,1933.0,2.0,6.0,2.0,Investment,Lefortovo,7400000
79,,14.0,17.0,1.0,,3.0,1.0,1.0,OwnerOccupier,Tverskoe,7682400
64,,9.0,17.0,1.0,,2.0,1.0,,OwnerOccupier,Poselenie Vnukovskoe,6523520
50,35.0,2.0,9.0,1.0,1970.0,3.0,6.0,2.0,Investment,Ivanovskoe,7400000
38,19.0,8.0,17.0,1.0,1994.0,1.0,8.0,,Investment,Juzhnoe Butovo,5800000
58,44.0,7.0,9.0,1.0,1969.0,3.0,6.0,2.0,Investment,Altuf'evskoe,7750000
56,37.0,3.0,9.0,1.0,1968.0,3.0,6.0,2.0,Investment,Severnoe Tushino,1000000
62,45.0,1.0,12.0,1.0,1980.0,3.0,6.0,3.0,Investment,Strogino,10500000
35,19.0,2.0,12.0,1.0,1972.0,1.0,9.0,2.0,Investment,Lefortovo,6100000
79,41.0,10.0,17.0,4.0,2014.0,3.0,1.0,1.0,OwnerOccupier,Poselenie Voskresenskoe,7859100
53,30.0,13.0,14.0,1.0,1989.0,2.0,8.0,3.0,Investment,Novo-Peredelkino,7100000
39,20.0,17.0,22.0,1.0,1998.0,1.0,10.0,2.0,Investment,Mar'ina Roshha,8000000
76,46.0,9.0,17.0,1.0,1989.0,3.0,10.0,,Investment,Solncevo,9250000
66,44.0,8.0,12.0,1.0,1968.0,3.0,9.0,2.0,Investment,Babushkinskoe,10000000
63,46.0,10.0,16.0,5.0,1978.0,3.0,7.0,2.0,Investment,Ochakovo-Matveevskoe,9550000
78,47.0,15.0,17.0,1.0,2002.0,3.0,10.0,,Investment,Troparevo-Nikulino,17500000
33,19.0,8.0,9.0,1.0,1971.0,1.0,6.0,2.0,Investment,Veshnjaki,5000000
38,19.0,16.0,17.0,1.0,2009.0,1.0,7.0,3.0,Investment,Pechatniki,2000000
38,,17.0,17.0,1.0,,1.0,1.0,1.0,OwnerOccupier,Tverskoe,4370781
64,23.0,1.0,8.0,2.0,1960.0,2.0,7.0,3.0,Investment,Sokol,11900000
63,34.0,9.0,17.0,1.0,2002.0,2.0,12.0,,Investment,Juzhnoe Medvedkovo,11900000
47,46.0,12.0,12.0,6.0,,2.0,10.0,1.0,OwnerOccupier,Poselenie Filimonkovskoe,3210671
41,,2.0,25.0,4.0,2014.0,1.0,1.0,2.0,OwnerOccupier,Nekrasovka,4419100
60,43.0,4.0,9.0,1.0,1974.0,3.0,6.0,3.0,Investment,Staroe Krjukovo,6900000
39,24.0,5.0,5.0,2.0,1963.0,2.0,5.0,,Investment,Losinoostrovskoe,6500000
55,37.0,5.0,5.0,2.0,1960.0,3.0,5.0,2.0,Investment,Kotlovka,8600000
56,29.0,4.0,14.0,1.0,1998.0,2.0,11.0,2.0,Investment,Matushkino,7100000
39,37.0,3.0,1.0,1.0,2014.0,1.0,1.0,1.0,OwnerOccupier,Obruchevskoe,2936719
32,20.0,2.0,5.0,5.0,1961.0,1.0,5.0,2.0,Investment,Perovo,5250000
63,,2.0,17.0,1.0,2015.0,2.0,10.0,,OwnerOccupier,Poselenie Vnukovskoe,6264237
81,48.0,7.0,14.0,1.0,1992.0,3.0,8.0,2.0,Investment,Caricyno,11700000
37,18.0,16.0,17.0,1.0,,1.0,6.0,1.0,OwnerOccupier,Nekrasovka,3994557
38,19.0,16.0,17.0,1.0,1986.0,1.0,8.0,3.0,Investment,Orehovo-Borisovo Juzhnoe,4550000
31,18.0,3.0,8.0,2.0,1963.0,1.0,6.0,2.0,Investment,Timirjazevskoe,6450000
38,19.0,2.0,17.0,1.0,1987.0,1.0,8.0,2.0,Investment,Orehovo-Borisovo Juzhnoe,5900000
63,63.0,9.0,17.0,1.0,0.0,2.0,0.0,1.0,OwnerOccupier,Poselenie Vnukovskoe,6462362
39,39.0,4.0,14.0,1.0,1989.0,1.0,8.0,2.0,Investment,Gol'janovo,5500000
83,57.0,3.0,36.0,4.0,2011.0,2.0,18.0,1.0,Investment,Izmajlovo,6000000
32,21.0,8.0,9.0,5.0,1965.0,1.0,5.0,3.0,Investment,Caricyno,3600000
76,37.0,20.0,30.0,6.0,2010.0,2.0,14.0,1.0,Investment,Zjuzino,16010549
39,,2.0,17.0,1.0,,1.0,1.0,,OwnerOccupier,Poselenie Moskovskij,3693777
62,43.0,4.0,9.0,1.0,1969.0,3.0,7.0,3.0,Investment,Kon'kovo,11800000
59,31.0,18.0,18.0,6.0,2009.0,2.0,8.0,3.0,Investment,Lomonosovskoe,18500000
38,19.0,2.0,16.0,1.0,1985.0,1.0,9.0,3.0,Investment,Jaroslavskoe,6300000
72,41.0,9.0,12.0,1.0,1981.0,3.0,9.0,3.0,Investment,Silino,4000000
32,20.0,2.0,5.0,5.0,1964.0,1.0,5.0,2.0,Investment,Zjuzino,5100000
37,19.0,2.0,17.0,1.0,1990.0,1.0,7.0,2.0,Investment,Gol'janovo,5400000
63,40.0,12.0,19.0,4.0,2014.0,2.0,10.0,1.0,OwnerOccupier,Poselenie Vnukovskoe,6411198
59,,6.0,0.0,1.0,,2.0,0.0,,OwnerOccupier,Poselenie Voskresenskoe,6796548
52,52.0,10.0,17.0,1.0,1.0,2.0,1.0,,OwnerOccupier,Poselenie Vnukovskoe,5729465
36,19.0,5.0,5.0,2.0,1959.0,1.0,8.0,3.0,Investment,Marfino,6000000
66,48.0,5.0,5.0,2.0,1935.0,3.0,6.0,3.0,Investment,Vojkovskoe,3000000
43,30.0,3.0,5.0,2.0,1961.0,2.0,5.0,2.0,Investment,Sokolinaja Gora,6700000
97,68.0,2.0,5.0,2.0,1957.0,4.0,9.0,2.0,Investment,Perovo,5000000
50,30.0,9.0,17.0,1.0,,2.0,8.0,3.0,Investment,Brateevo,8300000
46,30.0,8.0,9.0,1.0,1973.0,2.0,6.0,,Investment,Birjulevo Vostochnoe,5700000
64,33.0,2.0,17.0,1.0,,2.0,12.0,1.0,OwnerOccupier,Nekrasovka,6592000
42,28.0,7.0,9.0,2.0,1967.0,2.0,5.0,3.0,Investment,Preobrazhenskoe,7300000
32,18.0,9.0,9.0,1.0,1970.0,1.0,6.0,2.0,Investment,Ivanovskoe,5200000
60,44.0,2.0,9.0,1.0,1969.0,3.0,6.0,2.0,Investment,Losinoostrovskoe,7800000
30,17.0,3.0,5.0,2.0,1959.0,1.0,6.0,3.0,Investment,Savelovskoe,6500000
39,,6.0,17.0,1.0,,1.0,1.0,,OwnerOccupier,Poselenie Moskovskij,3799303
76,45.0,6.0,14.0,1.0,1997.0,3.0,10.0,,Investment,Severnoe Medvedkovo,14000000
55,30.0,6.0,17.0,1.0,2005.0,2.0,10.0,,Investment,Ochakovo-Matveevskoe,9970000
39,,2.0,17.0,1.0,,1.0,1.0,1.0,OwnerOccupier,Nekrasovka,4542500
45,45.0,3.0,3.0,1.0,2013.0,1.0,1.0,1.0,OwnerOccupier,Zapadnoe Degunino,3690050
45,30.0,3.0,5.0,1.0,1962.0,2.0,5.0,,Investment,Kuz'minki,5900000
40,25.0,1.0,5.0,2.0,1960.0,2.0,5.0,3.0,Investment,Koptevo,6300000
51,,17.0,17.0,1.0,,2.0,0.0,,OwnerOccupier,Poselenie Desjonovskoe,4438471
39,28.0,4.0,6.0,2.0,1931.0,2.0,6.0,4.0,Investment,Hamovniki,17700000
34,,11.0,12.0,6.0,,1.0,1.0,,OwnerOccupier,Poselenie Filimonkovskoe,2612319
43,27.0,4.0,9.0,5.0,1970.0,2.0,6.0,,Investment,Chertanovo Central'noe,7350000
52,27.0,7.0,16.0,1.0,1984.0,2.0,10.0,2.0,Investment,Golovinskoe,8100000
63,44.0,7.0,12.0,1.0,1977.0,3.0,6.0,,Investment,Altuf'evskoe,2500000
45,29.0,9.0,9.0,1.0,1976.0,2.0,6.0,2.0,Investment,Otradnoe,7150000
39,,16.0,17.0,1.0,,1.0,1.0,,OwnerOccupier,Poselenie Moskovskij,3731448
64,,15.0,17.0,1.0,,2.0,1.0,1.0,OwnerOccupier,Nekrasovka,6592000
48,,11.0,25.0,1.0,,1.0,0.0,,OwnerOccupier,Nekrasovka,5313000
36,18.0,12.0,16.0,1.0,1996.0,1.0,10.0,2.0,Investment,Vyhino-Zhulebino,6400000
60,,4.0,18.0,1.0,1.0,2.0,1.0,,OwnerOccupier,Krjukovo,6030000
38,19.0,13.0,14.0,5.0,1972.0,1.0,9.0,3.0,Investment,Beskudnikovskoe,4360000
62,40.0,1.0,12.0,1.0,1984.0,2.0,8.0,,Investment,Obruchevskoe,10350000
64,,13.0,17.0,1.0,,2.0,1.0,,OwnerOccupier,Poselenie Vnukovskoe,6452544
64,,5.0,1.0,1.0,,2.0,1.0,1.0,OwnerOccupier,Nekrasovka,6592000
62,,12.0,17.0,1.0,2014.0,2.0,10.0,1.0,OwnerOccupier,Nekrasovka,6331487
75,51.0,2.0,8.0,2.0,1959.0,3.0,7.0,3.0,Investment,Gagarinskoe,16500000
40,17.0,6.0,10.0,1.0,1999.0,1.0,7.0,3.0,Investment,Juzhnoe Butovo,5600000
42,26.0,2.0,5.0,2.0,1966.0,2.0,5.0,2.0,Investment,Juzhnoe Medvedkovo,6350000
39,19.0,11.0,14.0,5.0,1971.0,1.0,9.0,2.0,Investment,Hovrino,6150000
32,15.0,1.0,9.0,1.0,1977.0,1.0,6.0,3.0,Investment,Jasenevo,5650000
42,20.0,10.0,14.0,1.0,1984.0,1.0,8.0,1.0,Investment,Dmitrovskoe,1000000
31,17.0,4.0,5.0,1.0,1960.0,1.0,5.0,2.0,Investment,Severnoe Izmajlovo,4680000
76,40.0,2.0,9.0,1.0,2001.0,3.0,11.0,3.0,Investment,Juzhnoe Butovo,10400000
38,19.0,3.0,22.0,1.0,2007.0,1.0,10.0,,Investment,Novo-Peredelkino,5600000
29,17.0,2.0,5.0,2.0,1960.0,1.0,5.0,3.0,Investment,Rjazanskij,5100000
32,20.0,4.0,5.0,1.0,1960.0,1.0,5.0,3.0,Investment,Presnenskoe,7476000
65,44.0,9.0,12.0,5.0,1969.0,3.0,9.0,2.0,Investment,Tekstil'shhiki,3000000
77,44.0,18.0,22.0,1.0,2001.0,3.0,10.0,2.0,Investment,Krylatskoe,17100000
64,38.0,11.0,12.0,1.0,1982.0,3.0,8.0,,Investment,Otradnoe,1000000
30,22.0,3.0,5.0,2.0,1962.0,2.0,5.0,3.0,Investment,Fili Davydkovo,5000000
64,,17.0,17.0,1.0,,2.0,1.0,1.0,OwnerOccupier,Nekrasovka,6592000
46,28.0,4.0,12.0,1.0,1973.0,2.0,6.0,3.0,Investment,Chertanovo Juzhnoe,7100000
59,58.0,19.0,22.0,4.0,2015.0,2.0,1.0,1.0,OwnerOccupier,Nagornoe,10904527
93,52.0,10.0,11.0,2.0,1959.0,3.0,8.0,3.0,Investment,Hamovniki,39000000
61,,3.0,17.0,1.0,,2.0,0.0,,OwnerOccupier,Solncevo,5314294
60,37.0,8.0,9.0,1.0,1969.0,3.0,6.0,2.0,Investment,Vostochnoe Izmajlovo,10300000
57,37.0,9.0,9.0,1.0,1969.0,3.0,5.0,3.0,Investment,Severnoe Tushino,9200000
34,20.0,7.0,8.0,1.0,1981.0,1.0,6.0,2.0,Investment,Ljublino,5600000
32,18.0,5.0,5.0,2.0,1960.0,1.0,5.0,2.0,Investment,Koptevo,3800000
37,,4.0,12.0,4.0,1.0,1.0,1.0,1.0,OwnerOccupier,Poselenie Filimonkovskoe,2785826
38,20.0,2.0,12.0,1.0,1984.0,1.0,8.0,3.0,Investment,Birjulevo Vostochnoe,4700000
55,31.0,7.0,14.0,2.0,1980.0,2.0,8.0,2.0,Investment,Jaroslavskoe,9000000
80,80.0,7.0,17.0,1.0,2014.0,3.0,1.0,1.0,OwnerOccupier,Mar'ino,9601000
44,29.0,3.0,9.0,1.0,1969.0,2.0,6.0,2.0,Investment,Tekstil'shhiki,7100000
32,18.0,2.0,9.0,1.0,1977.0,1.0,6.0,2.0,Investment,Zjablikovo,5500000
